order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-10217,2023-09-04,2023,Q3,9,September,Europe,France,Office Supplies,Pens & Pencils,Corporate,8,29.16,233.28,132.57,100.71,43.17
ORD-17540,2023-09-04,2023,Q3,9,September,North America,United States,Electronics,Headphones,Corporate,6,380.47,2282.82,1888.82,394.0,17.26
ORD-14153,2023-09-05,2023,Q3,9,September,North America,Canada,Office Supplies,Pens & Pencils,Home Office,1,27.43,27.43,15.68,11.75,42.84
ORD-12791,2023-09-05,2023,Q3,9,September,Asia Pacific,Australia,Clothing,Shirts,Corporate,10,122.71,1227.1,587.4,639.7,52.13
ORD-16597,2023-09-05,2023,Q3,9,September,North America,Canada,Clothing,Jackets,Consumer,4,385.65,1542.6,617.97,924.63,59.94
ORD-17068,2023-09-05,2023,Q3,9,September,North America,United States,Office Supplies,Binders & Files,Consumer,2,57.01,114.02,60.81,53.21,46.67
ORD-16295,2023-09-05,2023,Q3,9,September,Asia Pacific,Singapore,Furniture,Bookcases,Home Office,2,390.75,781.5,501.98,279.52,35.77
ORD-19491,2023-09-05,2023,Q3,9,September,Europe,United Kingdom,Electronics,Laptops,Home Office,6,2249.9,13499.4,10647.33,2852.07,21.13
ORD-19375,2023-09-05,2023,Q3,9,September,Europe,France,Office Supplies,Paper & Notebooks,Corporate,7,75.74,530.18,311.57,218.61,41.23
ORD-19298,2023-09-05,2023,Q3,9,September,North America,Mexico,Clothing,Jackets,Corporate,1,278.69,278.69,133.27,145.42,52.18
ORD-15910,2023-09-05,2023,Q3,9,September,Europe,Italy,Office Supplies,Paper & Notebooks,Home Office,10,11.89,118.9,61.69,57.21,48.12
ORD-10607,2023-09-05,2023,Q3,9,September,Asia Pacific,China,Clothing,Shirts,Corporate,9,121.01,1089.09,537.47,551.62,50.65
ORD-10211,2023-09-05,2023,Q3,9,September,Asia Pacific,Singapore,Clothing,Jackets,Home Office,1,231.97,231.97,107.44,124.53,53.68
ORD-15972,2023-09-05,2023,Q3,9,September,Asia Pacific,Japan,Office Supplies,Binders & Files,Home Office,10,19.44,194.4,99.98,94.42,48.57
ORD-16641,2023-09-05,2023,Q3,9,September,Asia Pacific,Japan,Electronics,Headphones,Consumer,7,151.03,1057.21,869.04,188.17,17.8
ORD-12947,2023-09-06,2023,Q3,9,September,Asia Pacific,Australia,Furniture,Office Chairs,Home Office,8,709.44,5675.52,3704.55,1970.97,34.73
ORD-19631,2023-09-06,2023,Q3,9,September,Latin America,Argentina,Furniture,Office Chairs,Corporate,4,625.41,2501.64,1579.57,922.07,36.86
ORD-11408,2023-09-06,2023,Q3,9,September,Asia Pacific,Singapore,Furniture,Bookcases,Home Office,9,210.12,1891.08,1228.62,662.46,35.03
ORD-13196,2023-09-06,2023,Q3,9,September,North America,Mexico,Clothing,Pants,Corporate,3,47.15,141.45,65.25,76.2,53.87
ORD-10931,2023-09-06,2023,Q3,9,September,Asia Pacific,Singapore,Electronics,Monitors,Corporate,3,671.21,2013.63,1640.37,373.26,18.54
ORD-17227,2023-09-06,2023,Q3,9,September,Asia Pacific,India,Office Supplies,Binders & Files,Consumer,5,48.66,243.3,138.38,104.92,43.12
ORD-16307,2023-09-06,2023,Q3,9,September,North America,Mexico,Electronics,Headphones,Corporate,1,215.76,215.76,178.81,36.95,17.13
ORD-18602,2023-09-06,2023,Q3,9,September,Latin America,Argentina,Office Supplies,Paper & Notebooks,Consumer,7,36.27,253.89,140.75,113.14,44.56
ORD-14775,2023-09-07,2023,Q3,9,September,North America,Canada,Electronics,Tablets,Home Office,1,878.71,878.71,646.09,232.62,26.47
ORD-11283,2023-09-07,2023,Q3,9,September,Europe,France,Clothing,Accessories,Home Office,7,82.72,579.04,254.9,324.14,55.98
ORD-14185,2023-09-07,2023,Q3,9,September,Latin America,Argentina,Electronics,Tablets,Corporate,10,344.76,3447.6,2823.16,624.44,18.11
ORD-13647,2023-09-07,2023,Q3,9,September,Asia Pacific,India,Furniture,Desks,Home Office,9,739.56,6656.04,4072.04,2584.0,38.82
ORD-12813,2023-09-07,2023,Q3,9,September,North America,Mexico,Office Supplies,Binders & Files,Consumer,2,25.92,51.84,27.92,23.92,46.14
ORD-17425,2023-09-07,2023,Q3,9,September,Europe,United Kingdom,Electronics,Tablets,Corporate,7,430.26,3011.82,2430.14,581.68,19.31
ORD-17006,2023-09-07,2023,Q3,9,September,Europe,France,Electronics,Monitors,Consumer,7,720.01,5040.07,3891.44,1148.63,22.79
ORD-12375,2023-09-08,2023,Q3,9,September,North America,United States,Clothing,Pants,Corporate,3,102.89,308.67,128.6,180.07,58.34
ORD-10566,2023-09-08,2023,Q3,9,September,North America,Mexico,Clothing,Shirts,Corporate,6,123.61,741.66,345.03,396.63,53.48
ORD-12775,2023-09-08,2023,Q3,9,September,North America,United States,Clothing,Jackets,Consumer,2,241.8,483.6,193.76,289.84,59.93
ORD-17587,2023-09-08,2023,Q3,9,September,North America,Mexico,Office Supplies,Pens & Pencils,Consumer,5,14.65,73.25,38.95,34.3,46.83
ORD-13341,2023-09-08,2023,Q3,9,September,Latin America,Colombia,Office Supplies,Paper & Notebooks,Consumer,4,42.71,170.84,95.58,75.26,44.05
ORD-12147,2023-09-09,2023,Q3,9,September,Asia Pacific,China,Furniture,Office Chairs,Corporate,7,444.32,3110.24,2108.74,1001.5,32.2
ORD-19519,2023-09-09,2023,Q3,9,September,Latin America,Chile,Electronics,Laptops,Corporate,10,1378.64,13786.4,10928.98,2857.42,20.73
ORD-10451,2023-09-09,2023,Q3,9,September,Latin America,Colombia,Electronics,Tablets,Home Office,3,615.24,1845.72,1435.86,409.86,22.21
ORD-18537,2023-09-09,2023,Q3,9,September,North America,Mexico,Furniture,Office Chairs,Corporate,6,276.57,1659.42,1124.77,534.65,32.22
ORD-10687,2023-09-09,2023,Q3,9,September,Asia Pacific,India,Electronics,Monitors,Consumer,2,341.38,682.76,499.33,183.43,26.87
ORD-15695,2023-09-09,2023,Q3,9,September,Asia Pacific,China,Clothing,Jackets,Corporate,9,235.2,2116.8,1043.96,1072.84,50.68
ORD-10787,2023-09-09,2023,Q3,9,September,North America,United States,Office Supplies,Pens & Pencils,Home Office,3,35.08,105.24,53.51,51.73,49.15
ORD-17030,2023-09-09,2023,Q3,9,September,Europe,Spain,Clothing,Pants,Corporate,4,87.34,349.36,160.29,189.07,54.12
ORD-16091,2023-09-09,2023,Q3,9,September,Europe,Germany,Office Supplies,Binders & Files,Home Office,10,28.91,289.1,160.03,129.07,44.65
ORD-16040,2023-09-09,2023,Q3,9,September,Europe,United Kingdom,Clothing,Accessories,Consumer,6,31.79,190.74,89.6,101.14,53.03
ORD-12004,2023-09-09,2023,Q3,9,September,Europe,France,Office Supplies,Pens & Pencils,Home Office,7,6.64,46.48,23.25,23.23,49.98
ORD-10144,2023-09-10,2023,Q3,9,September,Europe,United Kingdom,Office Supplies,Binders & Files,Corporate,1,29.77,29.77,16.38,13.39,44.98
ORD-11346,2023-09-10,2023,Q3,9,September,Asia Pacific,Japan,Furniture,Desks,Consumer,7,1057.76,7404.32,5116.26,2288.06,30.9
ORD-13775,2023-09-10,2023,Q3,9,September,Latin America,Colombia,Furniture,Office Chairs,Corporate,9,298.2,2683.8,1652.84,1030.96,38.41
ORD-18346,2023-09-10,2023,Q3,9,September,North America,Canada,Furniture,Desks,Consumer,5,886.31,4431.55,2757.4,1674.15,37.78
ORD-13072,2023-09-10,2023,Q3,9,September,Asia Pacific,China,Clothing,Accessories,Consumer,3,90.32,270.96,117.18,153.78,56.75
ORD-13592,2023-09-10,2023,Q3,9,September,Asia Pacific,Japan,Office Supplies,Pens & Pencils,Corporate,4,26.89,107.56,61.17,46.39,43.13
ORD-19485,2023-09-10,2023,Q3,9,September,Latin America,Colombia,Furniture,Desks,Home Office,3,424.12,1272.36,770.75,501.61,39.42
ORD-11294,2023-09-10,2023,Q3,9,September,North America,United States,Furniture,Office Chairs,Corporate,2,327.1,654.2,404.75,249.45,38.13
ORD-13216,2023-09-11,2023,Q3,9,September,Asia Pacific,Singapore,Electronics,Monitors,Consumer,8,382.08,3056.64,2315.29,741.35,24.25
ORD-16454,2023-09-11,2023,Q3,9,September,Asia Pacific,India,Furniture,Desks,Home Office,1,678.08,678.08,415.44,262.64,38.73
ORD-13168,2023-09-11,2023,Q3,9,September,Latin America,Brazil,Office Supplies,Paper & Notebooks,Home Office,5,42.55,212.75,119.13,93.62,44.0
ORD-12629,2023-09-11,2023,Q3,9,September,North America,United States,Furniture,Bookcases,Home Office,10,223.04,2230.4,1502.1,728.3,32.65
ORD-13002,2023-09-11,2023,Q3,9,September,Asia Pacific,India,Clothing,Pants,Consumer,4,119.08,476.32,203.51,272.81,57.27
ORD-16424,2023-09-11,2023,Q3,9,September,Europe,Spain,Clothing,Accessories,Corporate,8,84.82,678.56,320.4,358.16,52.78
ORD-13893,2023-09-11,2023,Q3,9,September,Asia Pacific,Australia,Office Supplies,Pens & Pencils,Corporate,2,22.6,45.2,26.81,18.39,40.69
ORD-15588,2023-09-12,2023,Q3,9,September,North America,Mexico,Clothing,Accessories,Consumer,10,26.94,269.4,123.22,146.18,54.26
ORD-11636,2023-09-12,2023,Q3,9,September,Europe,United Kingdom,Office Supplies,Printer Supplies,Consumer,8,49.74,397.92,206.58,191.34,48.09
ORD-18487,2023-09-12,2023,Q3,9,September,North America,United States,Office Supplies,Printer Supplies,Home Office,2,88.76,177.52,102.21,75.31,42.42
ORD-15583,2023-09-12,2023,Q3,9,September,Asia Pacific,Australia,Clothing,Jackets,Corporate,4,111.94,447.76,182.66,265.1,59.21
ORD-19164,2023-09-12,2023,Q3,9,September,Europe,United Kingdom,Furniture,Bookcases,Home Office,1,390.29,390.29,262.41,127.88,32.77
ORD-19457,2023-09-12,2023,Q3,9,September,Europe,France,Furniture,Office Chairs,Home Office,10,378.86,3788.6,2493.95,1294.65,34.17
ORD-16441,2023-09-13,2023,Q3,9,September,Asia Pacific,Japan,Furniture,Storage,Home Office,7,245.61,1719.27,1084.48,634.79,36.92
ORD-19177,2023-09-13,2023,Q3,9,September,Asia Pacific,Japan,Clothing,Accessories,Corporate,7,90.48,633.36,302.56,330.8,52.23
ORD-10887,2023-09-13,2023,Q3,9,September,Europe,United Kingdom,Clothing,Jackets,Home Office,8,91.77,734.16,300.67,433.49,59.05
ORD-17452,2023-09-13,2023,Q3,9,September,North America,Mexico,Electronics,Monitors,Home Office,5,581.37,2906.85,2329.39,577.46,19.87
ORD-10197,2023-09-13,2023,Q3,9,September,North America,Mexico,Furniture,Desks,Home Office,10,371.2,3712.0,2330.9,1381.1,37.21
ORD-19051,2023-09-13,2023,Q3,9,September,Asia Pacific,China,Clothing,Jackets,Consumer,2,176.8,353.6,151.5,202.1,57.15
ORD-19132,2023-09-13,2023,Q3,9,September,Asia Pacific,Japan,Electronics,Laptops,Corporate,4,1264.78,5059.12,4047.32,1011.8,20.0
ORD-11395,2023-09-13,2023,Q3,9,September,Europe,Italy,Electronics,Tablets,Home Office,9,518.5,4666.5,3525.33,1141.17,24.45
ORD-13107,2023-09-13,2023,Q3,9,September,Asia Pacific,China,Clothing,Accessories,Corporate,7,78.02,546.14,260.11,286.03,52.37
ORD-17517,2023-09-13,2023,Q3,9,September,North America,United States,Furniture,Bookcases,Consumer,2,123.84,247.68,170.56,77.12,31.14
ORD-19496,2023-09-13,2023,Q3,9,September,Latin America,Brazil,Clothing,Pants,Consumer,5,181.63,908.15,443.16,464.99,51.2
ORD-17242,2023-09-14,2023,Q3,9,September,Europe,Spain,Furniture,Bookcases,Home Office,7,356.74,2497.18,1606.41,890.77,35.67
ORD-15310,2023-09-14,2023,Q3,9,September,Asia Pacific,India,Clothing,Jackets,Home Office,6,229.24,1375.44,664.59,710.85,51.68
ORD-14841,2023-09-14,2023,Q3,9,September,Europe,Germany,Clothing,Shirts,Consumer,4,131.02,524.08,238.71,285.37,54.45
ORD-19954,2023-09-14,2023,Q3,9,September,Asia Pacific,Australia,Clothing,Accessories,Home Office,2,28.3,56.6,24.09,32.51,57.44
ORD-15199,2023-09-14,2023,Q3,9,September,Latin America,Chile,Office Supplies,Paper & Notebooks,Corporate,3,38.86,116.58,69.17,47.41,40.67
ORD-14122,2023-09-14,2023,Q3,9,September,Latin America,Chile,Clothing,Accessories,Home Office,9,66.64,599.76,286.57,313.19,52.22
ORD-15644,2023-09-15,2023,Q3,9,September,Asia Pacific,Japan,Office Supplies,Printer Supplies,Corporate,4,67.38,269.52,141.2,128.32,47.61
ORD-18623,2023-09-15,2023,Q3,9,September,North America,Mexico,Office Supplies,Paper & Notebooks,Consumer,2,41.1,82.2,47.62,34.58,42.07
ORD-10729,2023-09-15,2023,Q3,9,September,Latin America,Chile,Furniture,Office Chairs,Home Office,3,664.29,1992.87,1342.66,650.21,32.63
ORD-16566,2023-09-15,2023,Q3,9,September,Latin America,Chile,Electronics,Laptops,Home Office,4,1320.49,5281.96,4015.51,1266.45,23.98
ORD-16621,2023-09-15,2023,Q3,9,September,North America,Mexico,Clothing,Jackets,Home Office,2,352.64,705.28,293.42,411.86,58.4
ORD-18069,2023-09-15,2023,Q3,9,September,Latin America,Chile,Office Supplies,Paper & Notebooks,Home Office,6,18.75,112.5,57.06,55.44,49.28
ORD-15464,2023-09-16,2023,Q3,9,September,North America,Mexico,Furniture,Desks,Consumer,9,865.44,7788.96,4731.61,3057.35,39.25
ORD-10344,2023-09-16,2023,Q3,9,September,North America,United States,Office Supplies,Pens & Pencils,Corporate,4,8.19,32.76,16.48,16.28,49.69
ORD-10120,2023-09-16,2023,Q3,9,September,Latin America,Brazil,Electronics,Smartphones,Corporate,3,1109.81,3329.43,2634.03,695.4,20.89
ORD-18401,2023-09-16,2023,Q3,9,September,North America,United States,Electronics,Laptops,Corporate,6,1249.98,7499.88,6117.58,1382.3,18.43
ORD-14383,2023-09-16,2023,Q3,9,September,Latin America,Colombia,Office Supplies,Printer Supplies,Consumer,8,46.22,369.76,190.2,179.56,48.56
ORD-13258,2023-09-16,2023,Q3,9,September,Latin America,Chile,Furniture,Storage,Corporate,2,195.81,391.62,260.91,130.71,33.38
ORD-19691,2023-09-16,2023,Q3,9,September,Asia Pacific,India,Clothing,Jackets,Corporate,8,86.91,695.28,322.17,373.11,53.66
ORD-16701,2023-09-16,2023,Q3,9,September,North America,Mexico,Furniture,Bookcases,Corporate,6,429.87,2579.22,1688.72,890.5,34.53
ORD-18117,2023-09-16,2023,Q3,9,September,Asia Pacific,India,Electronics,Laptops,Home Office,6,1582.85,9497.1,7595.88,1901.22,20.02
ORD-17852,2023-09-16,2023,Q3,9,September,Latin America,Chile,Office Supplies,Binders & Files,Corporate,4,23.25,93.0,54.39,38.61,41.52
ORD-15392,2023-09-16,2023,Q3,9,September,Latin America,Colombia,Furniture,Bookcases,Consumer,5,109.45,547.25,370.91,176.34,32.22
ORD-17615,2023-09-17,2023,Q3,9,September,North America,United States,Furniture,Bookcases,Home Office,4,133.27,533.08,349.64,183.44,34.41
ORD-10702,2023-09-17,2023,Q3,9,September,Europe,Spain,Electronics,Headphones,Corporate,3,212.32,636.96,472.99,163.97,25.74
ORD-12576,2023-09-17,2023,Q3,9,September,Europe,Germany,Office Supplies,Paper & Notebooks,Home Office,2,25.24,50.48,30.2,20.28,40.17
ORD-12234,2023-09-17,2023,Q3,9,September,Latin America,Colombia,Electronics,Tablets,Corporate,3,578.77,1736.31,1439.34,296.97,17.1
ORD-12943,2023-09-17,2023,Q3,9,September,Latin America,Colombia,Clothing,Accessories,Corporate,7,36.74,257.18,114.63,142.55,55.43
ORD-12527,2023-09-17,2023,Q3,9,September,Latin America,Chile,Electronics,Tablets,Home Office,9,433.28,3899.52,2863.74,1035.78,26.56
ORD-16847,2023-09-17,2023,Q3,9,September,Latin America,Chile,Furniture,Desks,Home Office,3,449.12,1347.36,908.7,438.66,32.56
ORD-10913,2023-09-17,2023,Q3,9,September,Latin America,Argentina,Office Supplies,Binders & Files,Home Office,9,44.74,402.66,202.25,200.41,49.77
ORD-13413,2023-09-18,2023,Q3,9,September,Asia Pacific,India,Clothing,Pants,Home Office,5,110.74,553.7,258.85,294.85,53.25
ORD-10791,2023-09-18,2023,Q3,9,September,Asia Pacific,Singapore,Electronics,Laptops,Home Office,9,1068.3,9614.7,7294.13,2320.57,24.14
ORD-17621,2023-09-18,2023,Q3,9,September,Europe,Italy,Furniture,Bookcases,Corporate,10,105.69,1056.9,713.95,342.95,32.45
ORD-15051,2023-09-18,2023,Q3,9,September,Asia Pacific,Japan,Furniture,Office Chairs,Consumer,9,654.55,5890.95,3659.98,2230.97,37.87
ORD-15779,2023-09-18,2023,Q3,9,September,Asia Pacific,China,Electronics,Smartphones,Consumer,1,1113.79,1113.79,844.24,269.55,24.2
ORD-12297,2023-09-18,2023,Q3,9,September,Europe,France,Furniture,Bookcases,Corporate,2,140.56,281.12,169.3,111.82,39.78
ORD-14934,2023-09-18,2023,Q3,9,September,Asia Pacific,Singapore,Office Supplies,Paper & Notebooks,Consumer,9,63.9,575.1,341.33,233.77,40.65
ORD-12027,2023-09-18,2023,Q3,9,September,North America,United States,Electronics,Monitors,Home Office,7,241.47,1690.29,1328.48,361.81,21.41
ORD-17506,2023-09-18,2023,Q3,9,September,North America,Mexico,Electronics,Smartphones,Consumer,3,1085.8,3257.4,2509.27,748.13,22.97
ORD-14068,2023-09-18,2023,Q3,9,September,Latin America,Chile,Furniture,Office Chairs,Consumer,2,309.74,619.48,417.72,201.76,32.57
ORD-14119,2023-09-18,2023,Q3,9,September,Latin America,Argentina,Office Supplies,Paper & Notebooks,Home Office,7,42.26,295.82,157.47,138.35,46.77
ORD-15481,2023-09-18,2023,Q3,9,September,Europe,France,Clothing,Pants,Consumer,1,130.64,130.64,56.66,73.98,56.63
ORD-18740,2023-09-19,2023,Q3,9,September,Asia Pacific,Japan,Clothing,Accessories,Home Office,5,27.93,139.65,60.05,79.6,57.0
ORD-17629,2023-09-19,2023,Q3,9,September,Europe,Italy,Electronics,Smartphones,Consumer,5,955.34,4776.7,3668.68,1108.02,23.2
ORD-16823,2023-09-19,2023,Q3,9,September,Europe,Italy,Clothing,Jackets,Corporate,9,278.9,2510.1,1037.6,1472.5,58.66
ORD-13405,2023-09-19,2023,Q3,9,September,Latin America,Chile,Furniture,Bookcases,Consumer,4,398.46,1593.84,1020.72,573.12,35.96
ORD-19046,2023-09-19,2023,Q3,9,September,Europe,France,Electronics,Laptops,Consumer,4,2353.87,9415.48,7138.69,2276.79,24.18
ORD-14719,2023-09-19,2023,Q3,9,September,North America,United States,Office Supplies,Printer Supplies,Corporate,9,64.17,577.53,331.79,245.74,42.55
ORD-17533,2023-09-19,2023,Q3,9,September,Europe,Italy,Office Supplies,Binders & Files,Corporate,10,33.48,334.8,195.25,139.55,41.68
ORD-12143,2023-09-20,2023,Q3,9,September,North America,Canada,Furniture,Storage,Corporate,6,270.7,1624.2,1009.19,615.01,37.87
ORD-11624,2023-09-20,2023,Q3,9,September,Europe,Spain,Office Supplies,Pens & Pencils,Consumer,2,23.97,47.94,24.2,23.74,49.52
ORD-17990,2023-09-20,2023,Q3,9,September,Europe,Germany,Electronics,Smartphones,Corporate,3,870.8,2612.4,2161.25,451.15,17.27
ORD-19913,2023-09-20,2023,Q3,9,September,Asia Pacific,Singapore,Furniture,Bookcases,Consumer,10,206.64,2066.4,1376.71,689.69,33.38
ORD-19432,2023-09-21,2023,Q3,9,September,Europe,France,Clothing,Accessories,Consumer,5,46.5,232.5,101.47,131.03,56.36
ORD-18173,2023-09-21,2023,Q3,9,September,Asia Pacific,India,Furniture,Desks,Consumer,6,883.04,5298.24,3556.08,1742.16,32.88
ORD-17451,2023-09-21,2023,Q3,9,September,North America,United States,Furniture,Storage,Home Office,3,145.19,435.57,262.92,172.65,39.64
ORD-10402,2023-09-21,2023,Q3,9,September,Latin America,Colombia,Office Supplies,Binders & Files,Corporate,8,41.35,330.8,170.32,160.48,48.51
ORD-16931,2023-09-21,2023,Q3,9,September,Latin America,Argentina,Furniture,Bookcases,Home Office,1,161.99,161.99,99.0,62.99,38.89
ORD-16193,2023-09-22,2023,Q3,9,September,Latin America,Brazil,Clothing,Jackets,Home Office,10,265.22,2652.2,1325.4,1326.8,50.03
ORD-13259,2023-09-22,2023,Q3,9,September,Europe,Italy,Electronics,Smartphones,Consumer,10,890.71,8907.1,7351.14,1555.96,17.47
ORD-17913,2023-09-22,2023,Q3,9,September,Latin America,Colombia,Furniture,Storage,Home Office,3,80.78,242.34,164.36,77.98,32.18
ORD-19272,2023-09-22,2023,Q3,9,September,Latin America,Brazil,Furniture,Storage,Home Office,3,141.58,424.74,260.36,164.38,38.7
ORD-15915,2023-09-22,2023,Q3,9,September,Latin America,Brazil,Office Supplies,Pens & Pencils,Corporate,1,13.29,13.29,7.96,5.33,40.11
ORD-17776,2023-09-22,2023,Q3,9,September,Latin America,Brazil,Office Supplies,Printer Supplies,Home Office,2,52.62,105.24,60.73,44.51,42.29
ORD-11076,2023-09-22,2023,Q3,9,September,Asia Pacific,India,Furniture,Desks,Consumer,5,255.88,1279.4,815.3,464.1,36.27
ORD-16829,2023-09-22,2023,Q3,9,September,North America,Mexico,Furniture,Storage,Consumer,2,268.14,536.28,333.17,203.11,37.87
ORD-17524,2023-09-23,2023,Q3,9,September,Latin America,Colombia,Electronics,Monitors,Corporate,8,710.36,5682.88,4403.86,1279.02,22.51
ORD-13037,2023-09-23,2023,Q3,9,September,Latin America,Chile,Office Supplies,Paper & Notebooks,Consumer,9,18.26,164.34,91.61,72.73,44.26
ORD-10725,2023-09-23,2023,Q3,9,September,Latin America,Brazil,Furniture,Storage,Corporate,7,317.29,2221.03,1376.22,844.81,38.04
ORD-19180,2023-09-23,2023,Q3,9,September,Latin America,Argentina,Furniture,Office Chairs,Corporate,3,712.74,2138.22,1400.44,737.78,34.5
ORD-18935,2023-09-23,2023,Q3,9,September,Europe,Spain,Electronics,Smartphones,Consumer,1,520.86,520.86,393.0,127.86,24.55
ORD-14338,2023-09-24,2023,Q3,9,September,Latin America,Chile,Office Supplies,Printer Supplies,Corporate,9,33.03,297.27,161.0,136.27,45.84
ORD-18458,2023-09-24,2023,Q3,9,September,Latin America,Brazil,Electronics,Smartphones,Corporate,1,541.69,541.69,413.56,128.13,23.65
ORD-10236,2023-09-24,2023,Q3,9,September,North America,Canada,Office Supplies,Paper & Notebooks,Corporate,10,62.21,622.1,368.72,253.38,40.73
ORD-18570,2023-09-24,2023,Q3,9,September,North America,United States,Electronics,Smartphones,Consumer,3,568.59,1705.77,1334.16,371.61,21.79
ORD-19376,2023-09-24,2023,Q3,9,September,Latin America,Chile,Furniture,Office Chairs,Corporate,9,436.74,3930.66,2570.64,1360.02,34.6
ORD-14982,2023-09-24,2023,Q3,9,September,Europe,United Kingdom,Furniture,Storage,Consumer,9,353.93,3185.37,2056.33,1129.04,35.44
ORD-15222,2023-09-24,2023,Q3,9,September,Europe,Italy,Clothing,Pants,Consumer,4,93.14,372.56,174.87,197.69,53.06
ORD-11289,2023-09-24,2023,Q3,9,September,Latin America,Chile,Furniture,Desks,Home Office,2,736.01,1472.02,890.88,581.14,39.48
ORD-18030,2023-09-24,2023,Q3,9,September,Asia Pacific,Singapore,Clothing,Shirts,Corporate,4,38.42,153.68,67.05,86.63,56.37
ORD-19456,2023-09-24,2023,Q3,9,September,North America,United States,Electronics,Smartphones,Consumer,3,774.31,2322.93,1857.59,465.34,20.03
ORD-18830,2023-09-25,2023,Q3,9,September,Asia Pacific,Japan,Office Supplies,Printer Supplies,Home Office,8,91.29,730.32,376.42,353.9,48.46
ORD-12183,2023-09-25,2023,Q3,9,September,Europe,Germany,Electronics,Headphones,Home Office,4,165.09,660.36,546.06,114.3,17.31
ORD-11187,2023-09-26,2023,Q3,9,September,Europe,Germany,Office Supplies,Paper & Notebooks,Corporate,8,40.34,322.72,175.34,147.38,45.67
ORD-12081,2023-09-26,2023,Q3,9,September,North America,Mexico,Electronics,Smartphones,Corporate,2,479.78,959.56,700.79,258.77,26.97
ORD-15435,2023-09-26,2023,Q3,9,September,North America,United States,Clothing,Pants,Consumer,7,160.25,1121.75,464.47,657.28,58.59
ORD-15206,2023-09-26,2023,Q3,9,September,North America,Canada,Clothing,Jackets,Consumer,2,179.65,359.3,150.64,208.66,58.07
ORD-12187,2023-09-26,2023,Q3,9,September,Latin America,Chile,Clothing,Jackets,Corporate,10,263.17,2631.7,1197.39,1434.31,54.5
ORD-19469,2023-09-26,2023,Q3,9,September,Latin America,Argentina,Electronics,Tablets,Home Office,3,841.7,2525.1,1945.96,579.14,22.94
ORD-12156,2023-09-26,2023,Q3,9,September,Europe,France,Clothing,Pants,Consumer,1,59.19,59.19,26.02,33.17,56.04
ORD-18119,2023-09-26,2023,Q3,9,September,North America,Canada,Furniture,Storage,Consumer,5,399.33,1996.65,1330.79,665.86,33.35
ORD-11716,2023-09-26,2023,Q3,9,September,Asia Pacific,Australia,Furniture,Storage,Consumer,3,127.59,382.77,266.53,116.24,30.37
ORD-13989,2023-09-26,2023,Q3,9,September,Asia Pacific,Australia,Clothing,Accessories,Corporate,4,70.59,282.36,120.05,162.31,57.48
ORD-11734,2023-09-26,2023,Q3,9,September,North America,United States,Furniture,Office Chairs,Consumer,1,704.47,704.47,425.95,278.52,39.54
ORD-13448,2023-09-26,2023,Q3,9,September,North America,Canada,Clothing,Accessories,Home Office,2,90.99,181.98,84.03,97.95,53.82
ORD-10526,2023-09-26,2023,Q3,9,September,Europe,United Kingdom,Office Supplies,Printer Supplies,Consumer,3,101.44,304.32,166.56,137.76,45.27
ORD-19656,2023-09-26,2023,Q3,9,September,Latin America,Brazil,Furniture,Desks,Consumer,7,666.35,4664.45,2855.94,1808.51,38.77
ORD-16423,2023-09-27,2023,Q3,9,September,Latin America,Brazil,Office Supplies,Paper & Notebooks,Home Office,10,73.26,732.6,425.94,306.66,41.86
ORD-16622,2023-09-27,2023,Q3,9,September,Asia Pacific,China,Office Supplies,Pens & Pencils,Corporate,10,29.37,293.7,164.77,128.93,43.9
ORD-11520,2023-09-27,2023,Q3,9,September,Europe,France,Clothing,Shirts,Consumer,7,79.91,559.37,258.59,300.78,53.77
ORD-13255,2023-09-27,2023,Q3,9,September,Europe,France,Clothing,Pants,Corporate,3,133.25,399.75,184.47,215.28,53.85
ORD-14509,2023-09-27,2023,Q3,9,September,Latin America,Colombia,Clothing,Jackets,Home Office,6,296.28,1777.68,882.83,894.85,50.34
ORD-12440,2023-09-27,2023,Q3,9,September,North America,United States,Electronics,Tablets,Corporate,2,310.25,620.5,460.38,160.12,25.8
ORD-13179,2023-09-27,2023,Q3,9,September,Europe,Spain,Clothing,Pants,Consumer,10,90.18,901.8,413.56,488.24,54.14
ORD-12984,2023-09-27,2023,Q3,9,September,Asia Pacific,Japan,Furniture,Bookcases,Consumer,8,301.2,2409.6,1503.29,906.31,37.61
ORD-17733,2023-09-27,2023,Q3,9,September,Europe,Spain,Office Supplies,Printer Supplies,Consumer,5,141.53,707.65,387.55,320.1,45.23
ORD-16692,2023-09-27,2023,Q3,9,September,Latin America,Brazil,Office Supplies,Binders & Files,Consumer,1,33.85,33.85,19.05,14.8,43.72
ORD-17016,2023-09-27,2023,Q3,9,September,North America,Canada,Clothing,Shirts,Consumer,6,74.85,449.1,202.41,246.69,54.93
ORD-11072,2023-09-28,2023,Q3,9,September,Europe,United Kingdom,Clothing,Pants,Corporate,2,51.11,102.22,46.75,55.47,54.27
ORD-12911,2023-09-28,2023,Q3,9,September,Latin America,Colombia,Office Supplies,Pens & Pencils,Corporate,8,39.6,316.8,168.86,147.94,46.7
